TID,Items
386,"Apple,Bread,Butter,Cheese,Corn,Eggs,Garlic,Onion,Sugar,Yogurt,Chocolate"
387,"Apple,Bread,Corn,Yogurt"
388,"Cheese,Ice cream,Kidney Beans,Garlic"
389,"Bread,Cheese,Corn,Dill,Ice cream,Milk,Onion,Sugar,Yogurt,Chocolate"
390,"Apple,Dill,Eggs,Ice cream,Garlic,Sugar,Chocolate"
391,"Dill,Onion,Sugar,Chocolate"
392,"Apple,Bread,Butter,Cheese,Ice cream,Garlic,Onion,Broccoli,Yogurt"
393,"Cheese,Dill,Eggs,Ice cream,Kidney Beans,Onion,Chocolate"
394,"Butter,Cheese,Ice cream,Kidney Beans,Milk,Onion,Sugar,Yogurt"
395,"Bread,Cheese,Ice cream,Kidney Beans,Garlic,Sugar,Broccoli,Yogurt"
396,"Apple,Corn,Dill,Ice cream,Kidney Beans,Garlic,Yogurt,Chocolate"
397,"Dill,Yogurt"
398,"Bread,Butter,Dill,Eggs,Kidney Beans,Garlic,Onion,Broccoli,Yogurt"
399,Apple
400,"Butter,Dill,Kidney Beans,Milk,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
401,"Bread,Corn,Ice cream,Onion,Sugar"
402,"Apple,Eggs,Ice cream,Milk,Onion,Sugar,Yogurt"
403,"Bread,Butter,Cheese,Corn,Eggs,Kidney Beans,Milk,Garlic,Onion,Broccoli,Yogurt"
404,"Butter,Cheese,Ice cream,Sugar,Yogurt,Chocolate"
405,"Apple,Bread,Butter,Dill,Kidney Beans,Milk,Garlic,Onion,Sugar,Yogurt"
406,"Eggs,Sugar,Yogurt"
407,"Apple,Bread,Butter,Cheese,Dill,Ice cream,Garlic,Onion,Broccoli"
408,"Eggs,Ice cream,Milk,Garlic,Onion,Sugar,Chocolate"
409,Cheese
410,"Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
411,"Butter,Cheese,Corn,Dill,Eggs,Ice cream,Milk,Garlic,Onion,Broccoli,Chocolate"
412,"Corn,Eggs,Ice cream,Kidney Beans,Garlic,Onion,Yogurt,Chocolate"
413,"Ice cream,Yogurt,Chocolate"
414,"Bread,Butter,Eggs,Ice cream,Milk,Onion,Broccoli,Yogurt,Chocolate"
415,"Apple,Butter,Cheese,Corn,Ice cream,Garlic,Broccoli"
416,"Butter,Cheese,Milk,Broccoli"
417,"Bread,Corn,Eggs,Ice cream,Kidney Beans,Onion,Yogurt"
418,"Dill,Milk"
419,"Apple,Ice cream,Milk,Onion,Sugar,Yogurt,Chocolate"
420,"Butter,Corn,Kidney Beans,Milk,Onion,Sugar,Broccoli,Yogurt"
421,"Cheese,Corn,Garlic,Onion,Broccoli,Yogurt,Chocolate"
422,"Apple,Butter,Dill,Milk,Garlic,Sugar,Yogurt"
423,"Apple,Bread,Butter,Cheese,Eggs,Ice cream,Garlic,Onion,Sugar,Yogurt"
424,"Apple,Butter,Corn,Eggs,Garlic,Sugar,Broccoli"
425,Apple
426,"Apple,Bread,Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli"
427,"Apple,Dill,Eggs,Garlic,Onion,Sugar"
428,"Apple,Corn,Kidney Beans,Broccoli,Yogurt,Chocolate"
429,"Bread,Cheese,Dill,Yogurt"
430,"Bread,Butter,Cheese,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Yogurt"
431,"Cheese,Corn,Dill,Eggs,Kidney Beans,Garlic,Onion"
432,"Butter,Cheese,Corn,Dill,Ice cream,Garlic,Onion,Broccoli,Chocolate"
433,"Apple,Butter,Cheese,Ice cream,Milk,Garlic,Onion,Sugar,Chocolate"
434,"Bread,Butter,Cheese,Milk,Onion,Sugar,Broccoli"
435,"Apple,Bread,Eggs,Ice cream,Kidney Beans,Milk,Onion,Sugar,Broccoli,Yogurt"
436,"Apple,Dill,Onion,Sugar,Yogurt,Chocolate"
437,"Apple,Ice cream,Milk,Garlic,Yogurt,Chocolate"
438,"Apple,Butter,Corn,Dill,Eggs,Milk,Sugar,Yogurt"
439,"Apple,Butter,Dill,Ice cream"
440,"Eggs,Broccoli"
441,"Dill,Milk,Onion,Sugar,Yogurt,Chocolate"
442,"Bread,Butter,Dill,Ice cream,Kidney Beans,Milk,Onion"
443,"Apple,Bread,Butter,Cheese,Corn,Eggs,Kidney Beans,Milk,Garlic,Sugar,Broccoli"
444,"Dill,Yogurt"
445,"Butter,Corn,Onion,Sugar"
446,"Apple,Butter,Dill,Milk,Onion,Sugar,Broccoli,Yogurt,Chocolate"
447,"Apple,Bread,Butter,Cheese,Corn,Eggs,Ice cream,Garlic,Onion,Sugar"
448,Cheese
449,"Cheese,Corn,Dill,Eggs,Ice cream,Broccoli,Yogurt"
450,"Apple,Cheese,Corn,Eggs,Ice cream,Milk,Onion"
451,"Bread,Cheese,Dill,Ice cream,Milk,Garlic,Sugar,Yogurt,Chocolate"
452,"Butter,Cheese,Ice cream,Garlic,Broccoli"
453,"Cheese,Dill,Garlic"
454,"Bread,Butter,Dill,Kidney Beans,Onion,Sugar,Broccoli,Yogurt"
455,"Kidney Beans,Onion,Chocolate"
456,"Apple,Bread,Corn,Kidney Beans,Milk,Garlic,Onion,Broccoli,Yogurt,Chocolate"
457,"Butter,Cheese,Corn,Dill,Eggs,Garlic,Onion"
458,"Bread,Eggs,Milk,Garlic,Onion,Sugar,Broccoli,Yogurt"
459,"Butter,Cheese,Corn,Ice cream,Kidney Beans,Onion"
460,"Bread,Corn,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
461,"Butter,Corn,Eggs,Ice cream,Onion,Chocolate"
462,"Apple,Corn,Dill,Eggs,Kidney Beans,Milk,Yogurt,Chocolate"
463,"Bread,Butter,Cheese,Corn,Dill,Kidney Beans,Onion"
464,"Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
465,Kidney Beans
466,"Butter,Corn,Eggs,Broccoli,Chocolate"
467,"Apple,Bread,Cheese,Corn,Ice cream,Kidney Beans,Milk"
468,"Apple,Bread,Corn,Eggs,Kidney Beans,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
469,"Apple,Butter,Corn,Dill,Ice cream,Yogurt"
470,"Apple,Bread,Dill,Eggs,Garlic,Yogurt,Chocolate"
471,"Apple,Kidney Beans,Sugar,Broccoli,Chocolate"
472,"Apple,Dill,Garlic,Yogurt"
473,"Apple,Butter,Cheese,Dill,Ice cream,Kidney Beans,Garlic,Sugar,Yogurt,Chocolate"
474,"Bread,Cheese,Corn,Eggs,Garlic,Sugar,Chocolate"
475,"Cheese,Corn,Eggs,Broccoli"
476,"Apple,Bread,Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Chocolate"
477,"Apple,Butter,Corn,Eggs,Garlic,Sugar,Chocolate"
478,"Bread,Cheese,Corn,Dill,Ice cream,Kidney Beans,Garlic,Onion,Yogurt"
479,"Apple,Bread,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Sugar,Broccoli,Yogurt,Chocolate"
480,"Apple,Cheese,Dill,Eggs,Garlic,Onion"
481,"Apple,Bread,Corn,Kidney Beans,Milk,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
482,"Apple,Cheese,Corn,Dill,Ice cream,Milk,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
483,"Bread,Corn,Dill,Eggs,Ice cream,Kidney Beans,Yogurt,Chocolate"
484,"Dill,Broccoli"
485,"Apple,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
486,"Cheese,Corn,Onion,Sugar,Broccoli"
487,"Bread,Cheese,Ice cream,Milk,Garlic,Onion"
488,"Apple,Bread,Butter,Cheese,Ice cream,Kidney Beans,Garlic,Sugar,Chocolate"
489,"Apple,Cheese,Dill,Garlic"
490,"Dill,Ice cream"
491,"Apple,Corn,Dill,Ice cream,Kidney Beans,Broccoli,Yogurt"
492,"Kidney Beans,Onion"
493,"Bread,Eggs,Ice cream,Kidney Beans,Milk,Onion,Sugar,Yogurt,Chocolate"
494,"Butter,Kidney Beans,Garlic"
495,"Apple,Butter,Cheese,Corn,Ice cream,Kidney Beans,Milk,Onion,Sugar,Broccoli,Chocolate"
496,Cheese
497,"Butter,Milk,Sugar,Yogurt"
498,"Bread,Butter,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Garlic,Onion,Broccoli,Chocolate"
499,"Apple,Butter,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Garlic,Sugar,Chocolate"
500,"Dill,Sugar,Broccoli"
501,"Cheese,Corn,Dill,Ice cream,Garlic,Onion,Broccoli,Yogurt,Chocolate"
502,"Corn,Milk,Sugar"
503,"Corn,Dill,Ice cream,Sugar,Broccoli"
504,"Butter,Cheese,Ice cream,Broccoli,Yogurt,Chocolate"
505,"Apple,Bread,Butter,Corn,Dill,Kidney Beans,Chocolate"
506,"Bread,Cheese,Ice cream,Kidney Beans"
507,"Apple,Butter,Ice cream,Kidney Beans,Milk,Broccoli,Chocolate"
508,"Dill,Garlic,Yogurt"
509,"Kidney Beans,Milk,Yogurt,Chocolate"
510,"Apple,Butter,Dill,Eggs,Kidney Beans"
511,"Apple,Corn,Eggs,Kidney Beans,Garlic,Broccoli,Yogurt"
512,"Eggs,Onion,Sugar"
513,"Butter,Eggs,Milk,Garlic,Onion"
514,"Cheese,Kidney Beans,Sugar"
515,"Apple,Butter,Eggs,Ice cream,Kidney Beans,Milk,Yogurt"
516,"Apple,Butter,Eggs,Ice cream,Milk,Garlic,Onion,Yogurt,Chocolate"
517,"Apple,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Milk,Onion,Sugar,Chocolate"
518,"Corn,Dill,Eggs,Kidney Beans,Milk,Onion,Sugar,Broccoli,Chocolate"
519,"Bread,Cheese,Eggs,Ice cream,Chocolate"
520,"Butter,Cheese,Dill,Eggs"
521,"Bread,Dill,Eggs,Milk,Yogurt,Chocolate"
522,"Apple,Bread,Butter,Corn,Dill,Eggs,Kidney Beans,Milk,Sugar,Chocolate"
523,"Apple,Kidney Beans,Milk,Onion,Yogurt"
524,"Cheese,Dill,Milk,Onion,Sugar,Chocolate"
525,"Bread,Broccoli"
526,"Bread,Butter,Dill,Ice cream,Onion,Yogurt"
527,"Apple,Bread,Cheese,Corn,Dill,Eggs,Yogurt"
528,Cheese
529,"Bread,Cheese,Dill,Ice cream,Milk,Onion,Sugar,Broccoli,Chocolate"
530,"Cheese,Kidney Beans"
531,"Apple,Butter,Milk,Chocolate"
532,"Cheese,Dill,Kidney Beans,Milk,Garlic,Onion,Chocolate"
533,"Apple,Kidney Beans"
534,"Bread,Corn,Dill,Ice cream,Onion,Yogurt,Chocolate"
535,"Apple,Cheese,Corn,Dill,Milk,Broccoli,Yogurt"
536,"Dill,Onion,Yogurt"
537,"Corn,Eggs,Ice cream,Kidney Beans,Milk,Onion,Broccoli"
538,"Cheese,Dill,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
539,"Bread,Cheese,Kidney Beans,Garlic,Broccoli,Yogurt"
540,"Bread,Dill,Eggs,Milk,Sugar,Broccoli,Yogurt"
541,"Bread,Butter,Dill,Ice cream,Kidney Beans,Milk,Broccoli"
542,"Bread,Butter,Eggs,Ice cream,Kidney Beans,Garlic,Broccoli,Chocolate"
543,"Apple,Cheese,Corn,Dill,Ice cream,Milk,Garlic,Onion,Sugar"
544,"Corn,Dill,Kidney Beans"
545,"Apple,Bread,Cheese,Corn,Dill,Eggs,Onion,Sugar"
546,"Bread,Butter,Cheese,Dill,Ice cream,Yogurt"
547,"Apple,Corn,Dill,Ice cream,Kidney Beans,Broccoli,Yogurt"
548,"Butter,Chocolate"
549,"Butter,Chocolate"
550,"Bread,Dill,Ice cream,Onion,Sugar,Broccoli,Yogurt"
551,"Apple,Butter,Cheese,Milk,Sugar,Yogurt"
552,"Apple,Bread,Butter,Corn,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Broccoli,Yogurt"
553,"Apple,Butter,Corn,Dill,Ice cream,Milk,Onion,Sugar,Broccoli,Yogurt,Chocolate"
554,"Butter,Eggs,Ice cream,Garlic"
555,"Corn,Eggs,Kidney Beans,Milk,Garlic,Onion,Broccoli,Chocolate"
556,"Cheese,Dill,Ice cream,Broccoli,Yogurt,Chocolate"
557,"Apple,Cheese,Ice cream,Kidney Beans"
558,"Butter,Dill,Ice cream,Kidney Beans,Onion"
559,"Butter,Ice cream,Kidney Beans,Garlic,Sugar,Yogurt"
560,"Cheese,Kidney Beans,Broccoli,Chocolate"
561,"Bread,Corn"
562,"Bread,Cheese,Yogurt"
563,"Apple,Bread,Butter,Cheese,Kidney Beans,Milk,Broccoli,Chocolate"
564,"Apple,Dill,Eggs,Ice cream,Kidney Beans,Milk,Onion,Sugar,Broccoli,Yogurt,Chocolate"
565,"Cheese,Onion,Sugar"
566,"Kidney Beans,Onion"
567,"Bread,Cheese,Ice cream,Garlic,Onion,Yogurt"
568,"Bread,Corn,Milk,Garlic,Onion,Yogurt,Chocolate"
569,"Apple,Butter,Dill,Broccoli,Yogurt,Chocolate"
570,"Apple,Bread,Butter,Dill,Eggs,Milk,Garlic,Onion,Yogurt,Chocolate"
571,"Apple,Bread,Butter,Cheese,Dill,Kidney Beans,Garlic,Onion"
572,"Apple,Bread,Butter,Dill,Ice cream,Milk,Garlic,Sugar,Yogurt"
573,"Butter,Corn,Eggs,Ice cream,Milk,Garlic,Broccoli,Chocolate"
574,"Bread,Corn,Dill,Milk,Onion,Sugar,Broccoli,Yogurt"
575,"Apple,Butter,Cheese,Dill,Ice cream,Kidney Beans,Onion,Sugar,Broccoli,Yogurt,Chocolate"
576,"Cheese,Kidney Beans,Sugar,Broccoli"
577,"Apple,Butter,Corn,Dill,Milk,Garlic"
578,"Bread,Cheese,Eggs,Ice cream,Kidney Beans,Milk,Sugar,Broccoli,Yogurt,Chocolate"
579,"Cheese,Dill,Ice cream,Kidney Beans,Garlic,Onion,Sugar"
580,"Apple,Butter,Cheese,Dill,Kidney Beans,Milk,Garlic,Onion,Broccoli"
581,Garlic
582,Dill
583,"Butter,Corn,Kidney Beans,Milk,Garlic"
584,"Apple,Bread,Butter,Cheese,Corn,Kidney Beans,Milk,Garlic,Sugar"
585,"Bread,Cheese,Garlic,Onion,Sugar"
586,"Apple,Cheese,Dill,Ice cream,Garlic,Onion,Chocolate"
587,"Butter,Corn,Dill,Eggs,Kidney Beans,Milk,Sugar,Yogurt,Chocolate"
588,"Cheese,Corn,Ice cream,Sugar"
589,"Butter,Corn,Eggs,Kidney Beans,Milk,Broccoli"
590,"Onion,Sugar"
591,"Bread,Butter,Kidney Beans,Onion,Sugar"
592,"Butter,Corn,Dill,Ice cream,Onion,Sugar,Broccoli"
593,"Bread,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Sugar,Yogurt,Chocolate"
594,"Apple,Cheese,Corn,Eggs,Ice cream,Milk,Garlic,Onion,Sugar"
595,"Apple,Bread,Butter,Dill,Ice cream,Milk,Sugar,Broccoli,Yogurt,Chocolate"
596,"Bread,Butter,Cheese,Eggs,Ice cream,Kidney Beans,Chocolate"
597,"Butter,Corn,Dill,Eggs,Ice cream,Kidney Beans,Onion,Broccoli,Yogurt"
598,"Bread,Cheese,Ice cream"
599,Ice cream
600,"Ice cream,Kidney Beans,Milk,Onion,Sugar"
601,"Bread,Butter,Eggs,Ice cream,Onion,Yogurt"
602,Garlic
603,"Bread,Corn,Garlic,Onion"
604,Milk
605,"Butter,Dill,Eggs,Milk,Garlic,Onion,Broccoli,Yogurt,Chocolate"
606,"Butter,Corn,Ice cream,Kidney Beans,Onion,Yogurt,Chocolate"
607,"Apple,Bread,Corn,Ice cream,Broccoli"
608,"Apple,Bread,Corn,Eggs,Milk,Sugar,Yogurt,Chocolate"
609,"Bread,Corn,Dill,Eggs,Ice cream,Sugar,Yogurt"
610,"Eggs,Onion,Chocolate"
611,"Bread,Corn,Dill,Eggs,Onion,Sugar,Broccoli,Yogurt"
612,"Butter,Cheese,Corn,Eggs,Kidney Beans,Onion,Broccoli,Yogurt,Chocolate"
613,"Butter,Eggs,Milk,Broccoli"
614,"Eggs,Broccoli"
615,"Apple,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Chocolate"
616,Ice cream
617,"Apple,Butter,Cheese,Milk,Garlic,Onion"
618,"Butter,Corn,Eggs,Milk,Sugar,Chocolate"
619,"Corn,Ice cream,Kidney Beans,Onion"
620,"Butter,Eggs,Sugar"
621,"Apple,Bread,Cheese,Corn,Eggs,Ice cream,Milk,Garlic,Sugar,Broccoli,Yogurt"
622,"Bread,Eggs,Sugar,Chocolate"
623,"Cheese,Dill,Garlic"
624,"Bread,Butter,Eggs,Ice cream,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
625,"Apple,Bread,Butter,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Yogurt"
626,"Apple,Cheese,Milk,Yogurt"
627,"Corn,Eggs,Ice cream"
628,"Butter,Ice cream,Garlic,Broccoli,Yogurt"
629,"Apple,Bread,Butter,Corn,Dill,Ice cream,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
630,"Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Sugar,Broccoli"
631,"Bread,Broccoli"
632,Onion
633,"Bread,Ice cream,Chocolate"
634,"Apple,Onion,Sugar,Broccoli,Chocolate"
635,"Bread,Butter,Corn,Dill,Ice cream,Milk,Sugar"
636,"Cheese,Corn,Dill,Eggs,Ice cream,Milk,Onion,Chocolate"
637,"Apple,Butter,Corn,Dill,Milk"
638,"Apple,Butter,Milk,Garlic,Broccoli"
639,"Cheese,Sugar"
640,"Apple,Dill,Ice cream,Garlic,Broccoli"
641,"Bread,Butter,Ice cream,Kidney Beans,Milk,Onion,Sugar,Broccoli"
642,"Milk,Garlic,Onion,Sugar,Chocolate"
643,"Butter,Corn,Dill,Ice cream,Garlic,Onion,Sugar"
644,"Butter,Garlic"
645,"Butter,Cheese,Corn,Dill,Eggs,Milk,Onion,Chocolate"
646,"Cheese,Garlic,Sugar"
647,"Apple,Bread,Dill,Ice cream,Kidney Beans,Onion,Sugar,Broccoli,Yogurt,Chocolate"
648,"Apple,Corn,Dill,Milk,Sugar,Yogurt,Chocolate"
649,"Apple,Butter,Eggs,Ice cream,Milk,Onion"
650,"Bread,Cheese,Ice cream,Kidney Beans,Milk,Garlic,Onion,Broccoli,Chocolate"
651,"Apple,Butter,Onion"
652,"Apple,Butter,Cheese,Corn,Dill,Ice cream,Garlic,Onion,Yogurt"
653,"Apple,Bread,Butter,Cheese,Dill,Ice cream,Kidney Beans,Garlic,Onion,Yogurt,Chocolate"
654,"Cheese,Corn,Eggs,Milk,Broccoli,Yogurt,Chocolate"
655,"Butter,Cheese,Eggs,Kidney Beans,Milk,Garlic,Onion,Yogurt"
656,"Apple,Bread,Butter,Dill,Eggs"
657,"Apple,Bread,Butter,Dill,Eggs,Ice cream,Sugar,Yogurt,Chocolate"
658,"Butter,Cheese,Corn,Dill,Ice cream,Kidney Beans,Garlic,Onion,Yogurt"
659,"Apple,Dill,Kidney Beans,Garlic,Yogurt"
660,"Butter,Cheese,Eggs,Garlic,Onion"
661,"Bread,Kidney Beans,Milk"
662,"Bread,Corn,Eggs,Milk,Chocolate"
663,"Bread,Butter,Cheese,Corn,Dill,Ice cream"
664,Corn
665,"Butter,Ice cream,Kidney Beans,Garlic,Broccoli,Chocolate"
666,"Apple,Butter,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Yogurt,Chocolate"
667,"Apple,Butter,Cheese,Corn,Eggs,Kidney Beans,Milk,Garlic,Yogurt,Chocolate"
668,"Bread,Cheese,Dill,Kidney Beans,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
669,"Bread,Butter,Corn,Garlic,Sugar,Yogurt"
670,"Bread,Cheese,Eggs,Garlic,Sugar,Yogurt"
671,"Apple,Bread,Cheese,Corn,Eggs,Kidney Beans,Onion,Sugar,Broccoli,Yogurt,Chocolate"
672,Apple
673,"Apple,Bread,Cheese,Dill,Ice cream,Kidney Beans,Garlic,Onion,Broccoli,Chocolate"
674,"Apple,Bread,Cheese,Corn,Dill,Ice cream,Milk"
675,"Cheese,Dill,Eggs,Kidney Beans,Milk,Onion,Sugar,Broccoli,Chocolate"
676,"Bread,Eggs,Milk,Chocolate"
677,"Dill,Eggs,Milk,Broccoli,Yogurt,Chocolate"
678,"Cheese,Broccoli,Chocolate"
679,"Apple,Cheese,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Chocolate"
680,"Apple,Cheese,Corn,Dill,Kidney Beans,Onion,Sugar,Broccoli,Yogurt"
681,"Bread,Butter,Cheese,Corn,Eggs,Ice cream,Kidney Beans,Milk,Onion,Yogurt,Chocolate"
682,"Bread,Butter,Corn,Ice cream,Garlic,Onion,Sugar"
683,"Apple,Cheese,Dill,Ice cream,Chocolate"
684,"Bread,Cheese,Corn,Ice cream,Garlic,Sugar,Chocolate"
685,"Eggs,Ice cream,Kidney Beans,Broccoli,Yogurt"
686,"Apple,Butter,Ice cream,Kidney Beans,Milk,Sugar,Broccoli"
687,"Apple,Butter,Corn,Kidney Beans,Milk,Garlic,Sugar,Yogurt"
688,"Bread,Cheese,Dill,Ice cream,Milk,Broccoli,Yogurt"
689,"Corn,Eggs,Yogurt,Chocolate"
690,"Bread,Butter,Corn,Dill,Kidney Beans,Milk,Garlic,Broccoli,Chocolate"
691,"Bread,Butter,Corn,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar"
692,"Apple,Bread,Dill,Ice cream,Milk,Garlic,Onion,Broccoli,Chocolate"
693,Ice cream
694,"Corn,Dill,Eggs,Kidney Beans,Milk,Garlic,Sugar"
695,"Apple,Cheese,Eggs,Kidney Beans,Garlic,Onion,Chocolate"
696,"Bread,Eggs"
697,"Bread,Butter,Corn,Eggs,Ice cream,Milk,Chocolate"
698,"Apple,Corn,Ice cream,Yogurt"
699,"Butter,Cheese,Kidney Beans,Milk,Garlic,Sugar,Yogurt"
700,"Apple,Butter,Corn,Dill,Eggs,Ice cream,Kidney Beans,Broccoli,Chocolate"
701,"Bread,Butter,Onion,Broccoli"
702,"Apple,Bread,Corn,Eggs,Ice cream,Kidney Beans,Milk,Onion,Broccoli,Yogurt"
703,"Apple,Bread,Dill,Eggs,Milk,Garlic,Onion,Broccoli,Chocolate"
704,"Corn,Dill"
705,"Butter,Dill,Kidney Beans,Milk"
706,"Butter,Cheese,Corn,Eggs,Ice cream,Sugar"
707,"Apple,Bread,Cheese,Dill,Kidney Beans,Milk,Garlic,Yogurt"
708,"Apple,Cheese,Kidney Beans,Milk,Garlic"
709,"Apple,Bread,Corn,Kidney Beans,Milk,Onion"
710,"Apple,Corn,Dill,Ice cream,Kidney Beans,Garlic,Onion,Chocolate"
711,"Kidney Beans,Milk,Onion,Yogurt,Chocolate"
712,"Bread,Broccoli"
713,Dill
714,"Butter,Dill,Eggs,Ice cream,Milk,Garlic,Sugar,Yogurt,Chocolate"
715,"Bread,Garlic,Chocolate"
716,"Bread,Butter,Cheese,Corn,Ice cream,Sugar"
717,"Apple,Butter,Eggs,Milk,Onion,Broccoli,Yogurt"
718,"Apple,Bread,Ice cream,Sugar,Broccoli"
719,"Apple,Bread,Butter,Corn,Dill,Ice cream,Kidney Beans,Broccoli,Yogurt,Chocolate"
720,"Eggs,Chocolate"
721,"Apple,Corn,Eggs,Broccoli,Chocolate"
722,"Apple,Corn,Milk,Yogurt,Chocolate"
723,"Apple,Bread,Butter,Corn,Milk,Yogurt,Chocolate"
724,"Cheese,Garlic,Broccoli"
725,"Cheese,Corn,Eggs,Kidney Beans,Garlic,Sugar"
726,"Apple,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Onion,Sugar,Chocolate"
727,"Bread,Butter,Cheese,Milk,Yogurt,Chocolate"
728,"Butter,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Garlic,Onion,Sugar,Broccoli,Chocolate"
729,"Apple,Butter,Cheese,Corn,Dill,Milk,Onion,Chocolate"
730,"Butter,Cheese,Dill,Eggs,Sugar"
731,"Corn,Eggs,Ice cream,Milk,Garlic"
732,"Bread,Eggs,Garlic"
733,Milk
734,"Apple,Bread,Dill,Kidney Beans,Garlic,Sugar,Yogurt,Chocolate"
735,"Apple,Butter,Eggs,Ice cream,Milk,Garlic,Broccoli,Chocolate"
736,"Cheese,Garlic,Broccoli,Yogurt,Chocolate"
737,Cheese
738,"Apple,Corn,Dill,Milk,Yogurt"
739,"Bread,Butter,Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Onion,Yogurt"
740,"Apple,Butter,Cheese,Dill,Eggs,Ice cream,Milk,Garlic,Onion,Sugar"
741,"Apple,Butter,Corn,Eggs,Ice cream,Garlic,Onion,Sugar,Broccoli,Yogurt"
742,"Cheese,Eggs,Ice cream,Onion"
743,"Milk,Garlic,Chocolate"
744,"Bread,Dill,Kidney Beans,Milk,Garlic,Broccoli,Yogurt"
745,"Cheese,Dill,Yogurt"
746,"Apple,Butter,Cheese,Corn,Ice cream,Kidney Beans,Garlic,Sugar,Chocolate"
747,"Bread,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Milk,Broccoli,Chocolate"
748,"Apple,Bread,Eggs,Ice cream,Kidney Beans,Milk,Onion,Broccoli,Chocolate"
749,"Bread,Kidney Beans,Chocolate"
750,"Apple,Bread,Butter,Cheese,Corn,Dill,Onion,Yogurt"
751,"Butter,Milk,Onion,Sugar,Yogurt"
752,"Apple,Bread,Butter,Dill,Eggs,Ice cream,Kidney Beans,Milk,Onion,Broccoli,Yogurt"
753,"Bread,Butter,Dill,Ice cream,Milk,Garlic,Onion,Sugar,Yogurt"
754,"Butter,Cheese,Eggs,Kidney Beans,Milk,Garlic,Chocolate"
755,"Cheese,Ice cream,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
756,"Bread,Butter,Dill,Eggs,Milk,Onion,Chocolate"
757,"Bread,Cheese,Eggs,Kidney Beans,Garlic"
758,"Bread,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Garlic,Onion,Sugar,Yogurt"
759,"Bread,Butter,Ice cream,Onion,Chocolate"
760,"Bread,Butter,Dill,Garlic,Onion,Sugar,Chocolate"
761,"Apple,Butter,Cheese,Ice cream,Kidney Beans,Onion,Sugar,Broccoli,Yogurt"
762,"Bread,Butter,Cheese,Garlic,Onion,Sugar,Yogurt,Chocolate"
763,"Apple,Cheese,Corn,Eggs,Garlic,Onion"
764,"Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Yogurt"
765,"Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Kidney Beans,Garlic,Sugar,Broccoli,Yogurt"
766,"Dill,Ice cream,Garlic"
767,"Apple,Bread,Butter,Eggs,Kidney Beans,Garlic,Onion,Yogurt,Chocolate"
768,"Corn,Dill,Eggs,Ice cream,Kidney Beans,Garlic,Chocolate"
769,"Cheese,Corn,Ice cream,Kidney Beans,Milk,Onion,Broccoli,Yogurt"
770,"Eggs,Onion,Chocolate"
771,"Corn,Kidney Beans,Milk,Broccoli,Yogurt"
772,"Kidney Beans,Garlic,Sugar,Chocolate"
773,"Apple,Cheese,Dill,Eggs,Kidney Beans,Milk,Broccoli,Yogurt"
774,"Apple,Bread,Corn,Ice cream,Kidney Beans,Sugar,Broccoli,Yogurt,Chocolate"
775,"Apple,Bread,Dill,Ice cream,Milk,Onion,Broccoli,Yogurt,Chocolate"
